Date,Open,High,Low,Close,Volume,Index
13-Jul-06,65.09,65.68,64.11,65.55,11614800,63
14-Jul-06,65.9,66.42,65.7,65.85,9359500,64
17-Jul-06,64.79,65.22,63.67,63.95,8971400,65
18-Jul-06,64.52,64.75,62.34,62.9,7234500,66
19-Jul-06,62.57,64.24,62.48,64.03,6660300,67
20-Jul-06,63.4,63.97,62.4,62.54,6182400,68
21-Jul-06,63.19,63.25,61.21,61.71,6691800,69
24-Jul-06,60.61,61.23,59.83,61.14,7054800,70
25-Jul-06,61.34,61.6,60.56,61.55,4647600,71
26-Jul-06,61.35,62.36,60.93,62,3225500,72
27-Jul-06,63.53,63.61,62.55,62.9,4142300,73
28-Jul-06,62.78,63.34,62.75,63.11,2967700,74
31-Jul-06,63.12,63.35,62.44,63.16,3216800,75
1-Aug-06,62.92,64.46,62.92,64.32,4490400,76
2-Aug-06,64.74,65.22,64.4,64.75,4805800,77
3-Aug-06,64,64.33,63.54,64.12,3609700,78
4-Aug-06,64.87,64.98,64,64.28,4054700,79
7-Aug-06,64.47,64.81,64.25,64.5,2327600,80
8-Aug-06,63.98,64.57,63.85,63.97,5394900,81
9-Aug-06,64.56,65.13,64.39,64.63,4151700,82
10-Aug-06,64.02,64.38,62.97,63.25,6379000,83
11-Aug-06,63.58,64.1,62.24,62.71,6813800,84
14-Aug-06,62.39,62.9,62.02,62.25,3175100,85
15-Aug-06,61.95,62.27,61.68,62.01,4251100,86
16-Aug-06,62.63,62.89,62.24,62.49,3159800,87
17-Aug-06,62.32,62.35,60.96,61.03,4082100,88
18-Aug-06,61.49,61.5,60.3,61.04,6177100,89
21-Aug-06,62.09,62.48,61.8,62.44,3448400,90
22-Aug-06,62.05,62.2,61.61,62.05,3841200,91
23-Aug-06,62.56,62.68,61.75,61.83,3422100,92
24-Aug-06,61.98,62.06,61.45,61.75,2096800,93
25-Aug-06,61.88,62,61.58,61.77,2027300,94
28-Aug-06,61.8,61.8,60.83,61,3558700,95
29-Aug-06,61,61.09,60.32,60.94,3493700,96
30-Aug-06,61.49,61.56,61.09,61.42,2720200,97
31-Aug-06,62,62.3,61.73,62.29,4678400,98
1-Sep-06,61.95,62.29,61.48,62.14,3087700,99
5-Sep-06,63.2,63.63,63.06,63.36,4022400,100
6-Sep-06,63.22,63.52,62.83,62.86,3045800,101
7-Sep-06,61.87,61.92,60.99,61.25,4968600,102
8-Sep-06,60.52,60.77,60.28,60.64,3341300,103
11-Sep-06,58.85,59.25,57.91,58.5,9715600,104
12-Sep-06,58.65,59.09,58.18,58.32,5612400,105
13-Sep-06,58.6,58.93,57.97,58.62,3351700,106
14-Sep-06,58.59,58.72,57.08,57.19,7439900,107
15-Sep-06,57.2,58.4,56.66,57.4,6188000,108
18-Sep-06,57.47,58.39,57.42,58.23,4262900,109
19-Sep-06,58.02,58.11,56.84,56.92,5132600,110
20-Sep-06,57.81,58.24,57.2,57.26,5174500,111
21-Sep-06,57.35,58.09,57.22,57.95,3761600,112
22-Sep-06,58.7,58.75,57.99,58.5,3218000,113
25-Sep-06,58.15,58.76,57.78,58.5,3667900,114
26-Sep-06,58.5,58.97,58.25,58.74,2644500,115
27-Sep-06,59.22,59.86,58.73,59.81,4449900,116
28-Sep-06,59.88,60.27,59.57,59.79,3755400,117
29-Sep-06,59.52,59.63,58.98,59.47,3132800,118
2-Oct-06,59.8,59.88,59.03,59.15,1953900,119
3-Oct-06,57.93,58.14,56.91,57.11,4966100,120
4-Oct-06,57.47,57.52,55.55,56.37,7975500,121
5-Oct-06,56.94,57.02,56.32,56.92,3523600,122
6-Oct-06,56.28,57.02,55.63,56.99,4101100,123
9-Oct-06,57.46,57.5,56.72,57.2,2538700,124
10-Oct-06,56.55,57.28,56.48,57,3337900,125
11-Oct-06,57.3,57.52,56.7,56.88,2800600,126
12-Oct-06,56.74,57.49,56.65,57.49,2698200,127
13-Oct-06,58.25,58.6,57.94,58.57,2896500,128
16-Oct-06,58.93,59.18,58.72,59.17,1908200,129
17-Oct-06,59,59.1,58.12,58.65,2607500,130
18-Oct-06,58.82,59.03,58.26,58.59,3637500,131
19-Oct-06,59.04,59.65,59.02,59.41,2814500,132
20-Oct-06,59.45,59.48,58.65,58.78,3144500,133
23-Oct-06,57.88,58.19,57.52,57.76,3442800,134
24-Oct-06,57.2,58.26,56.87,58.17,3418300,135
25-Oct-06,57.83,58.78,57.55,58.76,4310000,136
26-Oct-06,59.03,59.45,58.98,59.29,4746800,137
27-Oct-06,59.43,59.57,59.04,59.4,2600800,138
30-Oct-06,60.05,60.65,59.88,59.9,4387500,139
31-Oct-06,59.59,60.36,59.57,60.24,4495700,140
1-Nov-06,61.03,61.55,60.68,61.36,7888000,141
2-Nov-06,61.47,62.19,61.47,61.92,6417600,142
3-Nov-06,61.81,62.5,61.65,62.3,5907500,143
