Date,Open,High,Low,Close,Volume,Adj Close
1996-10-08,26.75,26.75,26.50,26.62,681300,21.63
1996-10-07,26.12,26.62,26.00,26.38,892100,21.43
1996-10-04,26.25,26.25,25.88,26.12,592800,21.22
1996-10-03,26.62,26.75,26.00,26.12,1098700,21.22
1996-10-02,26.88,27.75,26.62,26.88,1856000,21.83
1996-10-01,25.12,26.00,25.12,25.88,1473000,21.02
1996-09-30,24.75,25.12,24.62,25.12,1016100,20.41
1996-09-27,25.38,25.62,25.12,25.25,839200,20.51
1996-09-26,25.62,25.75,25.12,25.25,2102800,20.51
1996-09-25,26.50,26.75,26.25,26.25,1300500,21.32
1996-09-24,26.38,26.62,25.75,26.62,2030800,21.63
1996-09-23,26.12,26.38,25.88,26.25,968900,21.32
1996-09-20,26.25,26.38,26.00,26.25,1582800,21.32
1996-09-19,26.62,26.62,26.25,26.38,614400,21.43
1996-09-18,26.75,26.88,26.62,26.62,453000,21.63
1996-09-17,27.12,27.25,26.75,26.75,944000,21.73
1996-09-16,27.12,27.25,26.75,27.25,963400,22.14
1996-09-13,26.50,27.25,26.50,27.12,1143600,22.03
1996-09-12,26.50,26.62,26.12,26.50,738000,21.53
1996-09-11,26.62,26.75,26.50,26.62,728800,21.63
1996-09-10,26.25,26.62,26.00,26.62,1162400,21.63
1996-09-09,27.00,27.12,26.25,26.38,1175600,21.43
1996-09-06,27.25,27.38,27.00,27.12,577000,22.03
1996-09-05,27.62,27.75,27.25,27.25,886600,22.14
1996-09-04,27.38,27.62,27.25,27.62,680200,22.44
1996-09-03,27.00,27.62,26.75,27.50,1529600,22.34
1996-08-30,27.12,27.12,26.88,27.00,505300,21.93
1996-08-29,27.75,27.75,27.25,27.25,687000,22.14
1996-08-28,27.38,27.88,27.38,27.75,765900,22.54
1996-08-27,27.38,27.62,27.38,27.50,818600,22.34
1996-08-26,27.62,27.75,27.38,27.50,997300,22.34
1996-08-23,27.62,27.88,27.50,27.50,678000,22.34
1996-08-22,27.38,27.88,27.38,27.88,1409900,22.64
1996-08-21,27.50,27.50,27.38,27.38,560400,22.24
1996-08-20,27.25,27.62,27.25,27.62,1309900,22.44
1996-08-19,26.75,27.38,26.50,27.38,1570600,22.24
1996-08-16,27.12,27.12,26.62,26.62,1050900,21.63
1996-08-15,27.12,27.62,27.12,27.38,892700,22.24
1996-08-14,27.62,27.88,27.25,27.25,963300,22.14
1996-08-13,28.62,28.62,28.00,28.12,785500,22.85
1996-08-12,28.38,28.75,28.38,28.62,698300,23.25
1996-08-09,29.00,29.00,28.50,28.62,591800,23.25
1996-08-08,28.38,29.00,28.25,28.88,817800,23.46
1996-08-07,28.62,28.62,28.25,28.50,615500,23.15
1996-08-06,28.88,28.88,28.50,28.62,851200,23.25
1996-08-05,29.00,29.50,29.00,29.12,1601200,23.66
1996-08-02,28.00,28.50,27.75,28.50,1247600,23.15
1996-08-01,27.75,28.38,27.62,28.00,1106800,22.75
1996-07-31,26.75,28.00,26.75,27.88,1413100,22.64
1996-07-30,26.62,26.88,26.38,26.62,672500,21.63
1996-07-29,27.00,27.00,26.62,26.62,640500,21.63
1996-07-26,26.38,27.12,26.00,27.12,807800,22.03
1996-07-25,26.12,26.38,26.00,26.25,991800,21.32
1996-07-24,26.38,26.38,25.88,26.12,875600,21.22
1996-07-23,27.12,27.25,26.50,26.62,949000,21.63
1996-07-22,27.00,27.12,26.75,27.00,846100,21.93
1996-07-19,26.88,27.25,26.75,27.12,1515400,22.03
1996-07-18,26.00,26.88,26.00,26.75,2065700,21.73
1996-07-17,26.50,26.50,25.88,25.88,1533300,21.02
1996-07-16,26.75,27.00,24.88,26.25,2240300,21.32
1996-07-15,27.25,27.38,26.75,27.12,1465300,22.03
1996-07-12,28.00,28.00,27.25,27.25,804600,22.14
1996-07-11,28.88,28.88,28.00,28.12,1459900,22.85
1996-07-10,29.25,29.25,28.88,29.00,1202100,23.56
1996-07-09,28.50,29.00,28.38,29.00,1410000,23.56
1996-07-08,28.38,28.50,28.00,28.12,1173800,22.85
1996-07-05,27.50,28.75,27.50,28.69,1330600,23.30
1996-07-03,27.62,27.88,27.50,27.62,529600,22.44
1996-07-02,27.38,27.75,27.38,27.62,1535900,22.44
1996-07-01,27.25,27.75,27.25,27.50,821200,22.34
1996-06-28,27.12,27.38,26.88,27.12,1443800,22.03
1996-06-27,27.50,27.62,26.88,27.12,1225400,22.03
1996-06-26,27.62,27.75,27.25,27.38,1139700,22.24
1996-06-25,28.00,28.25,27.50,27.62,1749800,22.44
1996-06-24,27.25,27.88,26.88,27.88,2797100,22.64
1996-06-21,28.00,28.00,27.12,27.12,2763100,22.03
1996-06-20,28.38,28.50,28.12,28.12,1144900,22.85
1996-06-19,28.50,28.75,28.25,28.38,1201200,23.05
1996-06-18,28.25,28.50,28.12,28.38,1263000,23.05
1996-06-17,28.50,28.75,28.25,28.25,902600,22.95
1996-06-14,28.38,28.62,28.12,28.50,1258500,23.15
1996-06-13,28.38,28.62,28.25,28.50,1494100,23.15
1996-06-12,28.88,28.88,28.12,28.25,766500,22.95
1996-06-11,28.62,28.75,28.25,28.50,1862300,23.15
1996-06-10,29.12,29.25,28.75,28.75,762700,23.35
1996-06-07,29.25,29.38,28.50,29.00,2295900,23.56
1996-06-06,29.12,29.38,28.88,28.88,3148300,23.46
1996-06-05,30.50,31.25,28.88,29.38,3098600,23.86
1996-06-04,31.75,31.75,30.75,30.75,1755300,24.98
1996-06-03,31.62,31.75,31.50,31.75,1316500,25.79
1996-05-31,31.25,31.75,31.12,31.50,1908200,25.59
1996-05-30,31.12,31.38,31.12,31.25,1008400,25.39
1996-05-29,30.88,31.00,30.75,31.00,751900,25.18
1996-05-28,31.38,31.38,30.88,30.88,1008800,25.02
1996-05-24,30.75,31.12,30.75,31.12,448800,25.23
1996-05-23,31.25,31.25,30.75,31.00,1062900,25.13
1996-05-22,31.25,31.38,31.12,31.12,1129200,25.23
1996-05-21,30.62,31.50,30.38,31.50,1320300,25.53
1996-05-20,31.12,31.12,30.38,30.50,821700,24.72
1996-05-17,31.50,31.50,31.12,31.25,676500,25.33
1996-05-16,31.38,31.62,31.25,31.50,521600,25.53
1996-05-15,31.62,31.62,31.50,31.62,555000,25.63
1996-05-14,31.38,31.75,31.38,31.50,875700,25.53
1996-05-13,31.38,31.62,31.12,31.62,1827200,25.63
1996-05-10,31.38,31.62,31.12,31.25,885300,25.33
1996-05-09,31.38,31.50,31.12,31.38,579700,25.43
1996-05-08,32.00,32.12,31.25,31.38,1914900,25.43
1996-05-07,31.00,31.75,31.00,31.75,3098300,25.73
1996-05-06,30.12,30.88,30.12,30.88,2237500,25.02
1996-05-03,30.12,30.38,29.75,29.88,1093900,24.21
1996-05-02,30.38,30.75,29.88,30.25,2268500,24.52
1996-05-01,30.62,31.00,30.50,30.62,1070300,24.82
1996-04-30,30.38,30.75,30.25,30.62,1488500,24.82
1996-04-29,30.50,30.62,30.25,30.25,836400,24.52
1996-04-26,30.62,30.62,30.38,30.38,1632900,24.62
1996-04-25,30.25,30.75,30.25,30.62,1895400,24.82
1996-04-24,30.12,30.25,29.88,29.88,1502300,24.21
1996-04-23,29.88,30.25,29.62,30.25,1720400,24.52
1996-04-22,29.50,29.88,29.38,29.62,1129700,24.01
1996-04-19,29.88,30.00,29.38,29.38,1062600,23.81
1996-04-18,30.00,30.12,29.62,29.88,1452100,24.21
1996-04-17,30.12,30.38,29.75,29.88,1750200,24.21
1996-04-16,31.12,31.62,30.25,30.25,3071500,24.52
1996-04-15,30.50,31.12,30.38,31.12,843900,25.23
1996-04-12,31.25,31.38,30.62,30.75,1021000,24.92
1996-04-11,31.62,32.12,31.50,31.50,3464000,25.53
1996-04-10,30.62,31.88,30.50,31.75,2349000,25.73
1996-04-09,31.12,31.50,31.00,31.00,2896500,25.13
1996-04-08,30.50,31.38,30.00,31.38,1917400,25.43
1996-04-04,30.75,30.75,30.38,30.50,619800,24.72
1996-04-03,30.75,31.38,30.75,30.75,1851700,24.92
1996-04-02,30.62,30.62,30.25,30.50,730500,24.72
1996-04-01,30.25,30.62,30.00,30.62,1585500,24.82
1996-03-29,30.62,31.00,30.38,30.38,1375600,24.62
1996-03-28,31.38,31.62,30.50,30.50,2847300,24.72
1996-03-27,31.50,32.00,31.25,31.88,3429100,25.83
1996-03-26,30.38,31.50,30.25,31.50,3321700,25.53
1996-03-25,29.75,30.25,29.50,30.25,1828600,24.52
1996-03-22,28.88,29.50,28.75,29.38,1571000,23.81
1996-03-21,28.62,29.00,28.62,28.88,2099900,23.40
1996-03-20,28.50,29.12,28.38,28.62,1044600,23.20
1996-03-19,28.50,28.88,28.50,28.50,1115600,23.10
1996-03-18,28.88,28.88,28.50,28.62,1260100,23.20
1996-03-15,29.38,29.75,28.88,28.88,1478200,23.40
1996-03-14,28.75,29.50,28.62,29.38,1562200,23.81
1996-03-13,28.62,29.25,28.25,29.00,1111900,23.50
1996-03-12,29.62,29.62,28.50,28.50,2929000,23.10
1996-03-11,28.88,29.38,28.75,29.38,853900,23.81
1996-03-08,30.00,30.00,28.38,29.12,2133900,23.61
1996-03-07,29.12,29.62,29.12,29.62,1116100,24.01
1996-03-06,29.25,29.62,29.00,29.25,994200,23.71
1996-03-05,28.88,29.25,28.75,29.25,1353400,23.71
1996-03-04,30.00,30.00,28.88,28.88,2082400,23.40
1996-03-01,30.25,30.38,29.88,30.12,1064800,24.42
1996-02-29,30.75,30.88,30.25,30.25,1226200,24.52
1996-02-28,30.62,30.75,30.12,30.50,1561400,24.72
1996-02-27,30.88,31.38,30.50,30.75,1629900,24.92
1996-02-26,30.50,31.25,30.50,31.25,1675200,25.33
1996-02-23,30.50,30.62,30.25,30.50,1164500,24.72
1996-02-22,30.75,30.88,30.38,30.62,949700,24.82
1996-02-21,30.12,30.88,30.00,30.88,2797500,25.02
1996-02-20,30.62,31.12,30.38,30.38,2097800,24.62
1996-02-16,31.00,31.25,30.75,31.00,1377600,25.13
1996-02-15,31.50,31.75,30.62,30.75,1324000,24.92
1996-02-14,30.50,31.38,30.38,31.25,1852500,25.33
1996-02-13,30.25,30.62,30.00,30.50,1622600,24.72
1996-02-12,30.38,30.88,29.88,30.12,2267800,24.42
1996-02-09,30.62,30.88,30.12,30.50,1941000,24.72
1996-02-08,30.38,30.88,29.88,30.75,3506400,24.92
1996-02-07,32.50,32.88,30.50,30.50,4097300,24.72
1996-02-06,32.00,32.25,31.75,32.12,2854400,26.04
1996-02-05,31.88,32.12,30.75,32.12,3359200,26.04
1996-02-02,31.25,31.75,30.97,31.50,3716200,25.53
1996-02-01,29.88,31.12,29.88,30.88,5468900,25.02
1996-01-31,29.50,29.50,28.88,29.38,2091000,23.81
1996-01-30,29.88,30.12,29.38,29.62,2244700,24.01
1996-01-29,29.25,30.00,29.25,29.75,2788900,24.11
1996-01-26,29.38,29.50,29.25,29.25,1663900,23.71
1996-01-25,29.62,29.88,29.25,29.38,2270000,23.81
1996-01-24,29.12,29.38,29.00,29.12,1480000,23.61
1996-01-23,29.62,29.62,29.00,29.50,1292800,23.91
1996-01-22,29.00,29.62,28.88,29.50,1842600,23.91
1996-01-19,28.25,28.75,28.25,28.62,1546000,23.20
1996-01-18,28.12,28.25,28.00,28.00,891000,22.69
1996-01-17,28.12,28.38,27.75,28.38,1048200,23.00
1996-01-16,28.38,28.38,28.00,28.25,968000,22.90
1996-01-15,27.62,28.25,27.50,28.25,1134000,22.90
1996-01-12,28.12,28.25,27.62,27.88,1567600,22.59
1996-01-11,28.62,28.62,28.00,28.25,2451800,22.90
1996-01-10,29.25,29.75,29.12,29.12,2731600,23.61
1996-01-09,28.88,29.25,28.12,29.00,4282000,23.50
1996-01-08,28.88,29.00,28.75,28.88,798600,23.40
1996-01-05,28.12,28.75,28.00,28.38,2362000,23.00
1996-01-04,27.75,27.88,27.62,27.88,1330700,22.59
1996-01-03,27.75,28.12,27.50,27.88,2857000,22.59
1996-01-02,26.62,27.38,26.62,27.38,1431600,22.19
1995-12-29,26.12,26.38,26.12,26.38,467300,21.38
1995-12-28,26.12,26.38,26.12,26.12,404800,21.17
1995-12-27,26.25,26.50,26.12,26.12,643400,21.17
1995-12-26,26.62,26.62,26.12,26.12,312000,21.17
1995-12-22,26.25,26.75,26.25,26.62,486600,21.58
1995-12-21,26.50,26.62,26.25,26.38,533300,21.38
1995-12-20,26.12,26.75,26.00,26.62,708500,21.58
1995-12-19,26.12,26.25,25.75,26.00,640600,21.07
1995-12-18,26.50,26.62,26.12,26.12,996400,21.17
1995-12-15,26.12,26.38,26.00,26.25,1530900,21.28
1995-12-14,26.25,26.25,25.88,26.12,1130700,21.17
1995-12-13,26.75,26.88,26.25,26.25,988400,21.28
1995-12-12,27.25,27.38,26.62,26.62,864600,21.58
1995-12-11,27.38,27.62,27.12,27.12,886200,21.98
1995-12-08,27.12,27.38,27.00,27.25,743700,22.09
1995-12-07,27.12,27.38,26.88,27.00,1439600,21.88
1995-12-06,27.50,27.62,27.25,27.50,1680900,22.29
1995-12-05,26.88,27.25,26.88,27.25,1703400,22.09
1995-12-04,26.25,26.88,26.25,26.75,851000,21.68
1995-12-01,26.25,26.25,26.00,26.12,389700,21.17
1995-11-30,26.38,26.38,26.12,26.38,667100,21.38
1995-11-29,26.88,26.88,26.25,26.38,1530000,21.38
1995-11-28,27.12,27.25,26.75,26.88,1578000,21.78
1995-11-27,26.25,27.00,26.25,26.75,1833600,21.63
1995-11-24,25.75,26.12,25.75,26.00,466600,21.03
1995-11-22,25.75,26.12,25.62,25.62,1042300,20.72
1995-11-21,25.62,26.00,25.62,26.00,1087900,21.03
1995-11-20,25.25,25.75,25.12,25.75,1027100,20.82
1995-11-17,25.00,25.50,25.00,25.50,1054300,20.62
1995-11-16,24.88,25.12,24.75,25.00,1154300,20.22
1995-11-15,24.75,25.00,24.62,24.88,717700,20.12
1995-11-14,24.88,25.12,24.62,24.75,1171400,20.01
1995-11-13,25.75,25.75,25.25,25.25,1268700,20.42
1995-11-10,25.88,26.12,25.62,25.62,1568400,20.72
1995-11-09,24.75,25.50,24.75,25.50,1158000,20.62
1995-11-08,25.00,25.00,24.75,24.88,528700,20.12
1995-11-07,25.00,25.25,24.88,25.00,1845900,20.22
1995-11-06,24.12,24.88,24.12,24.75,860900,20.01
1995-11-03,24.25,24.62,24.12,24.12,818100,19.51
1995-11-02,23.38,24.38,23.25,24.38,1461600,19.71
1995-11-01,23.12,23.62,22.75,23.50,1434600,19.00
1995-10-31,23.75,23.88,22.75,23.12,3839000,18.70
1995-10-30,23.50,23.88,23.25,23.38,1602700,18.90
1995-10-27,24.12,24.25,23.62,23.62,1314100,19.10
1995-10-26,24.38,24.50,23.88,24.25,1017500,19.61
1995-10-25,24.12,24.50,24.12,24.38,906400,19.71
1995-10-24,23.88,24.12,23.62,24.00,1815900,19.41
1995-10-23,24.50,24.75,23.88,23.88,1186300,19.31
1995-10-20,24.25,24.75,24.25,24.62,1155100,19.91
1995-10-19,23.88,24.62,23.88,24.38,1651400,19.71
1995-10-18,24.38,24.88,24.12,24.25,1447600,19.61
1995-10-17,24.75,24.88,24.50,24.50,1473200,19.81
1995-10-16,25.12,25.25,24.88,24.88,1064400,20.12
1995-10-13,25.00,25.38,24.75,25.25,1471600,20.42
1995-10-12,25.62,25.62,25.00,25.00,808400,20.22
1995-10-11,25.88,26.00,25.50,25.50,737800,20.62
1995-10-10,25.88,26.00,25.50,26.00,748400,21.03
1995-10-09,25.75,26.00,25.50,25.88,674300,20.92
1995-10-06,25.62,25.75,25.50,25.75,597000,20.82
1995-10-05,25.38,25.50,25.25,25.38,769500,20.52
1995-10-04,25.50,25.62,25.12,25.25,994800,20.42
1995-10-03,25.88,26.00,25.38,25.50,949700,20.62
1995-10-02,25.75,25.88,25.50,25.62,607400,20.72
1995-09-29,25.75,25.88,25.62,25.88,642500,20.92
1995-09-28,25.50,25.75,25.38,25.75,558900,20.82
1995-09-27,25.25,25.75,25.25,25.50,472100,20.62
1995-09-26,25.62,25.75,25.50,25.50,942500,20.62
1995-09-25,25.62,25.75,25.38,25.50,446800,20.62
1995-09-22,25.75,25.75,25.25,25.50,1309800,20.62
1995-09-21,25.25,25.88,25.12,25.88,1312200,20.92
1995-09-20,25.25,25.50,25.12,25.25,1019200,20.42
1995-09-19,25.75,25.88,25.38,25.38,1576600,20.52
1995-09-18,26.00,26.25,25.75,25.75,1361600,20.82
1995-09-15,26.12,26.25,25.88,25.88,1210600,20.92
1995-09-14,26.00,26.38,26.00,26.00,1301900,21.03
1995-09-13,26.38,26.50,25.88,26.00,1224300,21.03
1995-09-12,26.25,26.88,26.09,26.62,1876800,21.53
1995-09-11,26.25,26.50,26.25,26.25,896500,21.23
1995-09-08,26.12,26.25,25.88,26.25,859000,21.23
1995-09-07,26.00,26.25,26.00,26.25,1250100,21.23
1995-09-06,25.50,25.88,25.38,25.75,961700,20.82
1995-09-05,24.88,25.50,24.88,25.50,982900,20.62
1995-09-01,25.12,25.12,24.88,25.12,652700,20.32
1995-08-31,25.12,25.50,25.12,25.38,1157400,20.52
1995-08-30,25.50,25.62,25.12,25.12,643500,20.32
1995-08-29,26.00,26.00,25.50,25.62,674300,20.72
1995-08-28,26.00,26.12,25.75,26.12,786400,21.13
1995-08-25,26.12,26.25,25.88,26.00,785700,21.03
1995-08-24,26.25,26.38,25.88,25.88,794600,20.92
1995-08-23,25.50,26.25,25.50,26.25,1056900,21.23
1995-08-22,25.62,25.88,25.25,25.75,1231300,20.82
1995-08-21,25.88,25.88,25.62,25.75,510100,20.82
1995-08-18,26.00,26.12,25.75,25.75,959400,20.82
1995-08-17,26.00,26.25,25.62,26.00,1282800,21.03
1995-08-16,25.62,25.75,25.50,25.75,838500,20.82
1995-08-15,26.00,26.25,25.75,26.12,1187400,21.13
1995-08-14,25.00,25.75,25.00,25.75,824200,20.82
1995-08-11,25.12,25.25,24.75,25.12,811600,20.32
1995-08-10,25.25,25.50,25.12,25.12,722600,20.32
1995-08-09,25.88,25.88,25.38,25.38,623500,20.52
1995-08-08,25.50,25.88,25.38,25.75,716300,20.82
1995-08-07,25.88,26.12,25.25,25.25,677400,20.42
1995-08-04,25.88,25.88,25.38,25.75,691800,20.82
1995-08-03,25.88,26.25,25.75,26.00,841900,21.03
1995-08-02,25.75,26.00,25.62,25.75,827600,20.82
1995-08-01,24.88,26.00,24.88,25.88,1733300,20.92
1995-07-31,25.12,25.12,24.75,24.88,659300,20.12
1995-07-28,24.88,25.25,24.88,25.00,715700,20.22
1995-07-27,25.50,25.62,25.00,25.12,1115900,20.32
1995-07-26,25.62,26.00,25.00,25.75,1520300,20.82
1995-07-25,26.12,26.12,25.50,25.62,782600,20.72
1995-07-24,26.00,26.25,25.75,26.25,890000,21.23
1995-07-21,26.12,26.12,25.62,25.88,1484500,20.92
1995-07-20,26.25,26.50,26.00,26.00,1055600,21.03
1995-07-19,27.00,27.38,25.88,26.50,2298100,21.43
1995-07-18,27.00,27.12,26.50,26.88,967200,21.73
1995-07-17,26.62,27.00,26.62,27.00,892900,21.83
1995-07-14,26.50,26.88,26.25,26.62,857500,21.53
1995-07-13,27.25,27.50,26.38,26.38,1406100,21.33
1995-07-12,27.00,27.50,26.75,27.38,3848400,22.14
1995-07-11,26.25,26.88,26.12,26.88,1436400,21.73
1995-07-10,26.38,26.62,26.12,26.38,773600,21.33
1995-07-07,26.38,26.62,26.12,26.25,1506600,21.23
1995-07-06,25.38,26.12,25.38,26.12,1469600,21.13
1995-07-05,25.25,25.62,25.12,25.25,956100,20.42
1995-07-03,25.12,25.25,25.00,25.25,149800,20.42
1995-06-30,25.62,25.62,25.12,25.25,1067800,20.42
1995-06-29,25.38,25.75,25.38,25.62,781100,20.72
1995-06-28,25.88,25.88,25.38,25.38,881900,20.52
1995-06-27,25.88,25.88,25.62,25.88,781400,20.92
1995-06-26,26.00,26.25,25.75,25.88,706900,20.92
1995-06-23,26.50,26.75,26.38,26.38,628300,21.33
1995-06-22,25.88,26.62,25.75,26.62,1227100,21.53
1995-06-21,26.12,26.25,25.75,25.88,1033600,20.92
1995-06-20,26.75,26.88,26.12,26.12,1113100,21.13
1995-06-19,26.62,27.00,26.62,26.88,1116200,21.73
1995-06-16,26.62,26.62,26.38,26.50,2036600,21.43
1995-06-15,26.12,26.88,26.00,26.38,2880200,21.33
1995-06-14,25.75,26.12,25.62,25.88,1304600,20.92
1995-06-13,25.38,25.75,25.38,25.50,773800,20.62
1995-06-12,25.62,25.75,25.38,25.50,624700,20.62
1995-06-09,25.62,26.12,25.38,25.75,1392700,20.82
1995-06-08,25.00,25.88,24.88,25.75,1083700,20.82
1995-06-07,24.75,25.38,24.75,25.25,1063600,20.42
1995-06-06,24.88,24.88,24.50,24.75,1006600,20.01
1995-06-05,24.88,25.12,24.75,25.00,417400,20.22
1995-06-02,25.25,25.38,24.75,25.00,992800,20.22
1995-06-01,25.00,25.50,25.00,25.38,1247400,20.52
1995-05-31,25.00,25.25,24.88,25.25,801200,20.42
1995-05-30,25.38,25.38,24.88,25.12,1046800,20.32
1995-05-26,25.12,25.50,25.12,25.25,1016300,20.42
1995-05-25,25.12,25.50,25.00,25.00,2006800,20.22
1995-05-24,24.38,25.00,24.25,25.00,1401200,20.22
1995-05-23,23.62,24.38,23.50,24.25,1165200,19.56
1995-05-22,23.88,24.12,23.50,23.62,849600,19.06
1995-05-19,24.38,24.50,24.00,24.00,709300,19.36
1995-05-18,24.00,24.62,24.00,24.62,1460400,19.86
1995-05-17,23.50,24.38,23.50,24.25,1627300,19.56
1995-05-16,23.38,23.88,23.12,23.75,1273400,19.16
1995-05-15,22.75,23.50,22.75,23.38,1107200,18.86
1995-05-12,23.00,23.12,22.62,22.62,1177300,18.25
1995-05-11,23.25,23.50,22.75,22.88,1510000,18.45
1995-05-10,23.25,23.62,23.25,23.38,1423800,18.86
1995-05-09,23.75,23.75,23.12,23.38,1994700,18.86
1995-05-08,24.12,24.38,23.88,24.12,828000,19.46
1995-05-05,24.50,24.62,23.88,24.25,1357500,19.56
1995-05-04,24.12,24.62,24.00,24.50,1425100,19.76
1995-05-03,24.50,24.62,24.00,24.00,1293800,19.36
1995-05-02,24.62,25.00,24.38,24.50,1251600,19.76
1995-05-01,24.38,24.75,24.38,24.62,810200,19.86
1995-04-28,25.00,25.00,24.12,24.12,1403700,19.46
1995-04-27,24.38,24.75,24.38,24.75,1052800,19.97
1995-04-26,25.00,25.00,24.38,24.38,1459400,19.66
1995-04-25,24.88,25.12,24.75,25.00,1023100,20.17
1995-04-24,24.88,25.12,24.75,25.00,959500,20.17
1995-04-21,24.38,25.00,24.25,24.88,1847700,20.07
1995-04-20,25.00,25.25,24.50,24.50,1734200,19.76
1995-04-19,25.62,26.00,25.25,25.38,2764000,20.47
1995-04-18,24.88,25.62,24.62,25.62,2480000,20.67
1995-04-17,24.38,25.00,24.12,24.75,1970400,19.97
1995-04-13,24.50,24.50,23.62,23.88,2503500,19.26
1995-04-12,24.62,24.75,24.50,24.62,818600,19.86
1995-04-11,24.50,24.75,24.38,24.50,1122000,19.76
1995-04-10,24.62,24.75,24.25,24.50,1160200,19.76
1995-04-07,25.50,25.50,25.00,25.12,1056800,20.27
1995-04-06,25.38,25.75,25.12,25.50,1655500,20.57
1995-04-05,24.88,25.38,24.75,25.38,2206100,20.47
1995-04-04,24.88,25.00,24.62,24.75,1157700,19.97
1995-04-03,25.00,25.12,24.75,25.00,1462900,20.17
1995-03-31,25.38,25.50,24.62,24.88,3863400,20.07
1995-03-30,23.88,25.00,23.75,24.62,4064000,19.86
1995-03-29,24.12,24.25,23.62,23.75,1335100,19.16
1995-03-28,23.75,24.00,23.25,24.00,1505700,19.36
1995-03-27,23.75,24.00,23.62,23.88,653500,19.26
1995-03-24,23.62,23.88,23.50,23.88,1507600,19.26
1995-03-23,23.62,23.88,23.50,23.88,1204300,19.26
1995-03-22,23.50,23.75,23.38,23.50,1043700,18.96
1995-03-21,23.75,24.12,23.38,23.50,1301500,18.96
1995-03-20,23.25,23.88,23.12,23.75,1326200,19.16
1995-03-17,23.38,23.88,23.12,23.50,2707200,18.96
1995-03-16,23.25,23.50,23.00,23.50,1627000,18.96
1995-03-15,23.38,23.62,23.25,23.62,2037300,19.06
1995-03-14,23.12,23.25,22.75,23.12,1135300,18.65
1995-03-13,23.25,23.38,23.12,23.25,1858400,18.76
1995-03-10,22.88,23.12,22.62,22.75,1227900,18.35
1995-03-09,22.62,23.00,22.50,23.00,1887700,18.55
1995-03-08,23.38,23.38,22.38,22.38,3110400,18.05
