Date,Open,High,Low,Close,Volume
22-Jul-10,115.95,117.50,115.91,116.86,8163975
21-Jul-10,116.80,117.00,115.71,115.85,9401816
20-Jul-10,115.75,116.74,115.48,116.65,9267259
19-Jul-10,115.57,115.80,115.11,115.73,15723859
16-Jul-10,116.69,116.79,115.95,116.67,17494306
15-Jul-10,118.59,118.70,117.73,118.23,8588898
14-Jul-10,118.26,119.13,117.59,118.30,9576080
13-Jul-10,118.98,119.10,118.36,118.36,8423609
12-Jul-10,117.83,118.20,116.97,117.34,7511235
9-Jul-10,118.14,118.73,118.00,118.36,9597357
8-Jul-10,117.39,117.41,116.10,117.21,11315983
7-Jul-10,116.57,117.78,116.50,117.73,10933967
6-Jul-10,117.67,117.72,116.30,116.51,16849131
2-Jul-10,-,-,-,118.49,0
1-Jul-10,120.91,121.03,116.98,117.04,33248896
30-Jun-10,121.07,122.09,120.88,121.68,12016230
29-Jun-10,121.05,121.82,119.03,121.27,17337148
28-Jun-10,122.79,123.56,120.81,121.09,19655951
25-Jun-10,122.75,123.13,122.49,122.76,9990880
24-Jun-10,120.76,122.16,120.67,121.30,13140891
23-Jun-10,120.89,121.02,119.77,120.95,14120709
22-Jun-10,121.16,121.59,120.87,121.45,12944685
21-Jun-10,123.09,123.11,120.36,120.39,20041604
18-Jun-10,123.04,123.50,122.81,122.83,19430908
17-Jun-10,121.64,122.41,121.49,121.90,19799687
16-Jun-10,120.68,120.89,120.04,120.33,10505517
15-Jun-10,119.71,121.03,119.48,120.99,15073837
14-Jun-10,119.63,120.26,118.96,119.60,11004042
11-Jun-10,119.88,120.41,119.33,120.01,7830520
10-Jun-10,119.36,120.04,118.83,118.98,13687871
9-Jun-10,120.48,120.99,119.51,120.56,12884566
8-Jun-10,121.61,122.45,120.66,121.00,23410223
7-Jun-10,118.73,121.80,118.62,121.49,20246173
4-Jun-10,117.96,119.39,117.05,119.19,16536585
3-Jun-10,119.16,119.39,117.48,117.96,13861386
2-Jun-10,119.35,119.88,118.72,119.78,10348182
1-Jun-10,119.88,120.25,119.63,119.91,12207708
28-May-10,-,-,-,118.88,0
27-May-10,118.16,119.04,118.14,118.69,10424769
26-May-10,118.58,119.08,118.32,118.47,13153439
25-May-10,117.16,117.52,116.82,117.36,21232666
24-May-10,116.34,117.17,116.04,116.84,14336746
21-May-10,115.05,116.24,114.51,115.22,20098278
20-May-10,116.14,116.95,115.18,115.84,28908168
19-May-10,118.19,118.43,116.08,116.63,34412704
18-May-10,118.86,120.32,118.50,119.49,26595950
17-May-10,120.55,121.12,119.29,119.36,27898197
14-May-10,121.88,122.02,119.12,120.37,34645679
13-May-10,121.29,121.71,120.10,120.56,22340481
12-May-10,121.28,122.24,120.77,121.40,32703533
11-May-10,119.46,120.87,118.97,120.66,36731739
10-May-10,117.50,117.90,116.81,117.57,28433779
7-May-10,117.64,118.88,116.74,118.27,34276275
6-May-10,115.62,118.62,115.57,118.49,50543774
5-May-10,113.58,115.24,113.31,115.09,21616623
4-May-10,116.39,116.43,114.17,114.87,21520139
3-May-10,115.91,116.28,115.53,115.73,13571133
30-Apr-10,115.26,115.70,115.21,115.36,13406375
29-Apr-10,113.85,114.52,113.84,114.28,10381846
28-Apr-10,114.03,114.99,113.63,114.31,26899066
27-Apr-10,112.43,114.82,112.34,114.63,25057029
26-Apr-10,112.88,113.20,112.63,112.75,8337739
23-Apr-10,111.26,113.30,111.09,113.19,12506206
22-Apr-10,111.79,112.01,110.76,111.84,9605438
21-Apr-10,111.82,112.64,111.48,112.31,6843810
20-Apr-10,111.73,112.21,111.33,111.46,7020159
19-Apr-10,110.88,111.36,110.67,111.15,7996070
16-Apr-10,112.50,113.07,110.54,111.24,24575679
15-Apr-10,112.90,113.71,112.85,113.65,10955307
14-Apr-10,113.23,113.66,112.78,113.03,10573838
13-Apr-10,113.12,113.16,112.06,112.69,11261970
12-Apr-10,113.64,114.13,112.98,113.01,11120557
9-Apr-10,113.09,114.07,112.74,113.64,16428528
8-Apr-10,112.47,112.98,112.13,112.65,12448068
7-Apr-10,111.85,112.93,111.77,112.49,19145114
6-Apr-10,110.89,111.51,110.83,111.03,10324193
5-Apr-10,110.56,110.98,110.27,110.89,8210364
1-Apr-10,-,-,-,110.26,0
31-Mar-10,109.44,109.50,108.85,108.95,14006724
30-Mar-10,108.57,108.66,107.87,107.97,9818399
29-Mar-10,108.87,109.17,108.40,108.75,11530584
26-Mar-10,107.16,108.70,106.82,108.59,17435123
25-Mar-10,107.00,107.25,106.48,106.78,16871366
24-Mar-10,106.94,107.07,106.24,106.30,14240952
23-Mar-10,107.50,108.50,107.34,108.32,11282995
22-Mar-10,107.31,108.00,106.95,107.75,11586675
19-Mar-10,110.26,110.29,107.85,108.28,24329081
18-Mar-10,110.10,110.61,109.50,110.34,13853486
17-Mar-10,110.18,110.46,109.55,109.59,13784691
16-Mar-10,110.02,110.57,109.70,110.40,17754514
15-Mar-10,108.16,108.56,107.82,108.36,7700873
12-Mar-10,108.56,108.77,107.45,107.95,11849453
11-Mar-10,108.28,108.65,107.86,108.60,9521553
10-Mar-10,109.94,110.50,108.02,108.47,21990951
9-Mar-10,109.16,110.16,109.04,109.72,12652902
8-Mar-10,111.22,111.30,109.52,109.88,12760303
5-Mar-10,111.13,111.75,110.80,110.81,11091383
4-Mar-10,111.25,111.37,110.22,110.83,12951884
3-Mar-10,111.46,112.18,111.18,111.63,16222018
2-Mar-10,109.86,111.45,109.86,111.02,20106989
1-Mar-10,109.48,109.90,108.97,109.43,12830851
26-Feb-10,108.89,109.60,108.41,109.43,13036630
25-Feb-10,106.70,108.70,106.60,108.31,23400303
24-Feb-10,107.33,108.16,107.10,107.36,17207327
23-Feb-10,108.84,108.91,107.65,107.89,13634057
22-Feb-10,109.86,109.97,108.66,109.07,10746802
19-Feb-10,109.32,110.39,108.81,109.47,21929976
18-Feb-10,109.61,110.11,109.19,109.98,19177327
17-Feb-10,109.66,110.01,108.87,109.25,19593363
16-Feb-10,109.45,109.87,109.10,109.62,20904487
12-Feb-10,-,-,-,107.04,0
11-Feb-10,105.58,107.56,105.27,107.13,19350031
10-Feb-10,105.13,105.50,104.11,105.12,16280928
9-Feb-10,105.18,106.15,104.87,105.41,25969130
8-Feb-10,104.41,105.14,104.00,104.04,17182696
5-Feb-10,103.76,104.68,102.28,104.68,32659994
4-Feb-10,106.79,106.80,103.75,104.37,39991882
3-Feb-10,109.10,109.54,108.43,108.70,13393185
2-Feb-10,109.16,109.60,108.61,109.13,14328266
1-Feb-10,106.64,108.48,106.37,108.35,14901855
29-Jan-10,105.88,106.30,105.27,105.96,20278962
28-Jan-10,107.18,107.23,105.18,106.48,16800449
27-Jan-10,107.53,108.80,106.16,106.53,19005019
26-Jan-10,106.87,107.99,106.75,107.56,12297082
25-Jan-10,107.44,107.72,107.07,107.48,13200462
22-Jan-10,106.93,107.68,106.01,107.17,24213570
21-Jan-10,108.48,108.78,106.61,107.37,25753624
20-Jan-10,109.97,110.05,108.46,108.94,17539029
19-Jan-10,110.95,111.75,110.83,111.52,10474427
15-Jan-10,-,-,-,110.86,0
14-Jan-10,111.51,112.37,110.79,112.03,18316938
13-Jan-10,110.92,111.57,109.57,111.54,20013968
12-Jan-10,112.38,113.05,110.14,110.49,29182550
11-Jan-10,113.34,113.59,112.52,112.85,17252989
8-Jan-10,111.52,111.58,110.26,111.37,15896296
7-Jan-10,111.07,111.29,110.62,110.82,13609730
6-Jan-10,110.71,111.77,110.41,111.51,24990473
5-Jan-10,109.88,110.39,109.26,109.70,14213049
4-Jan-10,109.82,110.14,109.31,109.80,16224044
31-Dec-09,-,-,-,107.31,0
30-Dec-09,106.64,107.44,106.40,106.93,9405087
29-Dec-09,108.50,108.50,107.45,107.47,11043676
28-Dec-09,108.64,108.78,107.91,108.55,9637451
24-Dec-09,107.90,108.37,107.77,108.36,7991563
23-Dec-09,106.65,107.45,106.30,106.55,16941822
22-Dec-09,106.79,107.09,105.31,106.17,28702865
21-Dec-09,109.17,109.30,106.82,106.95,23337505
18-Dec-09,108.00,109.50,107.04,108.95,25594089
17-Dec-09,109.47,109.98,107.28,107.34,35016722
16-Dec-09,110.83,111.91,110.63,111.59,22850225
